village,vlcode,district,landslide_count,rainfall_station,rainfall_distance_m,river_station,river_distance_m,highway,road_distance_m,mean_slope_deg
Gogina,050554,Bageshwar,0,Khati_1,9753.137998161257,Karnaprayag (P),79818.7048587057,path,0.0,
Karmi,050572,Bageshwar,13,Khati_1,4988.891215170222,Karnaprayag (P),66749.85466159025,tertiary,0.0,
Kui,050529,Bageshwar,0,Khati_1,6913.55261126392,Karnaprayag (P),74205.54925930937,unclassified,0.0,
Munar,050550,Bageshwar,0,Khati_1,3999.733138156052,Karnaprayag (P),71161.94713726483,path,359.5054564936749,
Chore Kharak,050580,Bageshwar,6,Kapkot (Saryu),5970.745735790254,Karnaprayag (P),67926.15500145743,tertiary,0.0,
Toli,050578,Bageshwar,0,Kapkot (Saryu),6446.835212619633,Karnaprayag (P),65167.92402450911,track,0.0,
Cheera Bagar,050581,Bageshwar,2,Kapkot (Saryu),3198.0965917586163,Karnaprayag (P),70938.5086068346,tertiary,0.0,
Keemu,050551,Bageshwar,0,Khati_1,10782.899608209107,Lambagarh,79139.25599396846,path,0.0,
Melkhet,041804,Chamoli,0,Baijnath (Gomti),14781.306565467594,Karnaprayag (P),53176.297891256574,tertiary,0.0,
Baghar,050575,Bageshwar,0,Khati_1,10340.03308614081,Karnaprayag (P),60791.34520439452,path,2052.11843306787,
Rampur Laga Harmal,041812,Chamoli,0,Kapkot (Saryu),12843.359663571122,Karnaprayag (P),57667.66858220377,path,113.76390401360355,
Kanyuti,050582,Bageshwar,0,Kapkot (Saryu),2393.9388581934686,Karnaprayag (P),69865.52835151184,tertiary,41.165612698354956,
Jhuni,050538,Bageshwar,0,Khati_1,4470.365513727186,Lambagarh,70356.10893172905,path,0.0,
Ramari,050569,Bageshwar,3,Nachni,5502.524511910505,Karnaprayag (P),87457.45539628957,track,0.0,
Hamti Kapari,050559,Bageshwar,4,Khati_1,13086.658728977536,Karnaprayag (P),82412.31065346496,tertiary,0.0,
Pethi,050571,Bageshwar,1,Khati_1,3982.574170418582,Karnaprayag (P),68915.58060278073,tertiary,0.0,
Pausari,050599,Bageshwar,0,Kapkot (Saryu),12858.45311506565,Karnaprayag (P),58470.17265938026,unclassified,0.0,
Sumgarh,050530,Bageshwar,2,Khati_1,6648.295980027106,Karnaprayag (P),72888.04989182271,tertiary,0.0,
Toli,050573,Bageshwar,8,Khati_1,6767.166295886825,Karnaprayag (P),64807.77783328405,tertiary,0.0,
Dhaula,050570,Bageshwar,2,Khati_1,7656.709408772593,Karnaprayag (P),61525.11717554329,unclassified,0.0,
Loharkhet,050527,Bageshwar,0,Khati_1,5770.6053343990625,Karnaprayag (P),71607.00343687546,path,0.0,
Bhandari Gaon,050609,Bageshwar,0,Kapkot (Saryu),2101.3466321718197,Karnaprayag (P),68684.41452204534,unclassified,0.0,
Aithar,050590,Bageshwar,0,Kapkot (Saryu),1283.5611473629067,Karnaprayag (P),71918.29410701824,trunk,0.0,
Naldhura,041803,Chamoli,2,Baijnath (Gomti),13761.158674347505,Karnaprayag (P),52028.47131833308,tertiary,0.0,
Kuwari,050524,Bageshwar,0,Khati_1,11944.795989096127,Karnaprayag (P),55264.923323953735,path,0.0,
Sulmati,050579,Bageshwar,7,Kapkot (Saryu),6720.926383432596,Karnaprayag (P),66787.05982073747,tertiary,0.0,
Chaura Sthal,050533,Bageshwar,0,Khati_1,6447.251927448881,Karnaprayag (P),70692.57221281194,tertiary,0.0,
Taarsal Patiyasar,050544,Bageshwar,0,Khati_1,4018.006464733546,Karnaprayag (P),73683.87568827046,unclassified,0.0,
Mopata,041802,Chamoli,0,Baijnath (Gomti),12805.016520333089,Karnaprayag (P),50596.22807504974,path,177.40642051282063,
Syuli Dalari,050555,Bageshwar,2,Khati_1,12548.597667107042,Karnaprayag (P),82385.87793629538,tertiary,0.0,
Dulam,050536,Bageshwar,5,Kapkot (Saryu),6470.624941937542,Karnaprayag (P),67093.50334719186,tertiary,0.0,
Sorag,050520,Bageshwar,0,Khati_1,4524.944246740375,Karnaprayag (P),62599.355689868666,path,0.0,
Sama,050561,Bageshwar,1,Khati_1,10119.272720382618,Karnaprayag (P),76816.1583600145,tertiary,0.0,
Liti,050560,Bageshwar,7,Khati_1,11682.720596231047,Karnaprayag (P),80331.56565838071,tertiary,0.0,
Ghat Bagad Chack Harmal,041810,Chamoli,0,Khati_1,11981.997304181737,Karnaprayag (P),59535.998748668404,path,678.969416273855,
Ghes,041781,Chamoli,10,Khati_1,21344.323799497313,Karnaprayag (P),45839.06519934341,path,0.0,
Kheta Manmati,041805,Chamoli,1,Baijnath (Gomti),15219.295321115933,Karnaprayag (P),53900.90629269432,path,0.0,
Saling Udiyar,050532,Bageshwar,0,Khati_1,7904.1312573467,Karnaprayag (P),71952.15478544177,tertiary,0.0,
Bahattara,041778,Chamoli,7,Khati_1,20609.106913099622,Karnaprayag (P),46372.86533663075,path,0.0,
Kalu,050518,Bageshwar,0,Khati_1,8892.908673752014,Karnaprayag (P),57696.83730744165,path,0.0,
Malkha Dungrcha,050557,Bageshwar,0,Khati_1,7513.063708104539,Karnaprayag (P),76911.63464276057,path,0.0,
Jakhera,051342,Bageshwar,0,Baijnath (Gomti),9529.021845344374,Karnaprayag (P),53810.196332291045,unclassified,0.0,
Urkhuli,051348,Bageshwar,0,Baijnath (Gomti),8124.381324628708,Karnaprayag (P),55336.79322006787,primary,175.95707596597964,
Bhagdanu,051335,Bageshwar,0,Baijnath (Gomti),11942.099186020134,Karnaprayag (P),51512.07720668232,path,1414.8739152259695,
Gani Gaon,051341,Bageshwar,0,Baijnath (Gomti),11332.81444357228,Karnaprayag (P),55095.55710568255,unclassified,656.8922476920286,
Lamchula,051336,Bageshwar,0,Baijnath (Gomti),12194.968668400967,Karnaprayag (P),53977.64525658575,unclassified,1019.4832129187577,
Chaura,050526,Bageshwar,0,Khati_1,3942.2520125600026,Karnaprayag (P),70389.32262471228,tertiary,0.0,
Nabhik R F,049071,Pithoragarh,0,Khati_1,13492.82947219709,Lambagarh,77044.16946444807,path,0.0,
Vasti Van,050666,Bageshwar,0,Kapkot (Saryu),7537.9596956249015,Karnaprayag (P),54985.013284321285,unclassified,0.0,
Khoyam,049003,Pithoragarh,2,Nachni,9592.819287694838,Karnaprayag (P),87053.8092214912,trunk,0.0,
Jogura,048990,Pithoragarh,0,Khati_1,14448.955133843032,Karnaprayag (P),84411.85927304458,tertiary,680.3377862477512,
Gola,048991,Pithoragarh,0,Khati_1,14535.650014594996,Karnaprayag (P),84201.79067423704,path,417.23749760851456,
Kheta,048998,Pithoragarh,0,Nachni,11763.924046079208,Karnaprayag (P),87864.30893398482,unclassified,0.0,
Sain Rathi,048999,Pithoragarh,0,Nachni,9445.737121158118,Karnaprayag (P),90394.73722305169,tertiary,613.5931397779104,
Upadiya,049002,Pithoragarh,0,Nachni,10980.19990292181,Karnaprayag (P),88507.96982619964,unclassified,601.9795273559165,
Kimkhet,049001,Pithoragarh,3,Nachni,10626.136595397275,Karnaprayag (P),89826.77353427639,tertiary,0.0,
Arkhet,049000,Pithoragarh,0,Nachni,10946.62049546364,Karnaprayag (P),88836.90220252702,tertiary,0.0,
Jairathi,048997,Pithoragarh,9,Nachni,12005.83585236887,Karnaprayag (P),85274.04638691328,tertiary,0.0,
Barapata,048994,Pithoragarh,0,Nachni,13004.873047474424,Karnaprayag (P),87297.51197097347,unclassified,0.0,
Rumta,048992,Pithoragarh,0,Nachni,12465.863044928517,Karnaprayag (P),88454.83332773494,unclassified,0.0,
Rumi Dola,048995,Pithoragarh,1,Nachni,11946.623849069352,Karnaprayag (P),88263.83177255822,path,0.0,
Hokara,048993,Pithoragarh,1,Nachni,14507.537565258735,Karnaprayag (P),84231.7805718895,tertiary,0.0,
Dhekuna,049010,Pithoragarh,6,Nachni,5837.615212417701,Karnaprayag (P),88072.97636655023,track,0.0,
Dafa,048977,Pithoragarh,0,Nachni,12160.323671523185,Karnaprayag (P),89203.11493388002,path,0.0,
Saimali,049008,Pithoragarh,0,Nachni,6366.406849521692,Karnaprayag (P),89589.96536333316,primary,0.0,
Rato,049004,Pithoragarh,2,Nachni,11087.426909507789,Karnaprayag (P),85737.74090122875,tertiary,0.0,
Namik,048968,Pithoragarh,0,Khati_1,13479.808992526716,Lambagarh,80815.10065357304,path,0.0,
Sagari,049009,Pithoragarh,0,Nachni,9561.797603990763,Karnaprayag (P),89111.87678313493,tertiary,939.844106260942,
Baidu Mahar,048996,Pithoragarh,8,Nachni,13729.932383130936,Karnaprayag (P),84355.36521374193,tertiary,0.0,
Bor Balra,050517,Bageshwar,0,Khati_1,9281.957973586876,Karnaprayag (P),53063.476475760115,path,0.0,
Kana,040942,Chamoli,1,Nandprayag (Nandakini),11293.124908437268,Karnaprayag (P),23323.538713722195,unclassified,0.0,
Khati,050525,Bageshwar,5,Khati_1,0.0,Lambagarh,55954.81260511193,path,0.0,
Kilpara Van,050663,Bageshwar,0,Khati_1,5191.331826254573,Lambagarh,49460.079363790144,path,0.0,
Malanachaknail,040950,Chamoli,0,Nandprayag (Nandakini),10453.832051911944,Karnaprayag (P),22094.79871104465,tertiary,0.0,
Dhak,040866,Chamoli,0,Badrinath_1,27496.849901717156,Lambagarh,18574.947481111663,tertiary,0.0,
Dangugwar,050539,Bageshwar,0,Khati_1,5938.963550862035,Lambagarh,71101.87945476141,path,1264.0141761389414,
Mahargaon,040891,Chamoli,0,Badrinath_1,33337.818155745386,Lambagarh,31812.34843777209,unclassified,0.0,
Chamtoli,040872,Chamoli,2,Badrinath_1,28494.145483581167,Lambagarh,19637.56085100873,path,0.0,
Tolma,040856,Chamoli,1,Badrinath_1,32492.85652153849,Lambagarh,25309.648915405814,track,0.0,
Jakhola,040833,Chamoli,0,Nandprayag (Nandakini),23126.605545267896,Lambagarh,17384.112281859143,path,719.4234942470529,
Noligwar,040848,Chamoli,4,Nandprayag (Nandakini),23810.42141345603,Lambagarh,19785.51907153087,trunk,699.7698770140936,
Kailashpur,040893,Chamoli,0,Badrinath_1,34107.44128904002,Lambagarh,31929.211953755173,path,0.0,
Urgam,040817,Chamoli,0,Badrinath_1,19053.323152535082,Lambagarh,13012.803096284268,path,0.0,
Chamoli,040905,Chamoli,2,Khati_1,18548.400504394453,Lambagarh,29981.68439087172,unclassified,70.21195882289015,
Sgn,051260,Bageshwar,0,Kapkot (Saryu),15750.638246501207,Marchula_1,75904.90819347017,tertiary,147.68681734599159,
Hailang,040822,Chamoli,1,Badrinath_1,23751.958818760722,Lambagarh,14944.93679813054,trunk,0.0,
Chhinka,040943,Chamoli,0,Nandprayag (Nandakini),10758.032743438212,Karnaprayag (P),22697.422767678196,unclassified,0.0,
Rewal Chak Kurkuti,040894,Chamoli,0,Badrinath_1,31349.31117021537,Lambagarh,29899.410248160115,track,0.0,
Salna Chak Urgam,040821,Chamoli,6,Badrinath_1,22969.06763027479,Lambagarh,14404.142454805205,trunk,0.0,
Dwing,040838,Chamoli,0,Nandprayag (Nandakini),21861.806812445604,Lambagarh,19756.010030390487,trunk,58.99133128915562,
Pagrasu,040855,Chamoli,1,Badrinath_1,32336.649047711413,Lambagarh,25288.906601208593,tertiary,0.0,
Subhai,040884,Chamoli,0,Badrinath_1,32979.688702889085,Lambagarh,24470.751657409037,footway,0.0,
Bheta Chak Urgam,040819,Chamoli,0,Badrinath_1,19851.73735916309,Lambagarh,11394.265135469113,unclassified,0.0,
Bairagana,040922,Chamoli,0,Nandprayag (Nandakini),10816.88175712696,Karnaprayag (P),19721.134682557564,unclassified,0.0,
Ansuya,040909,Chamoli,0,Nandprayag (Nandakini),15943.979047760942,Karnaprayag (P),24891.0090753969,track,0.0,
Rudra Nath,040910,Chamoli,0,Nandprayag (Nandakini),20119.65358284917,Lambagarh,24050.6398128343,path,0.0,
Birhi,040971,Chamoli,0,Nandprayag (Nandakini),11347.943300432307,Karnaprayag (P),23425.602763851908,track,0.0,
Hat,040938,Chamoli,0,Nandprayag (Nandakini),14436.19874352901,Karnaprayag (P),26513.11218313515,unclassified,0.0,
Gaunkh Laga Sailang,040825,Chamoli,0,Badrinath_1,21091.06146147926,Lambagarh,12020.196669445002,primary,0.0,
Kaga Laga Dronagiri,040900,Chamoli,0,Badrinath_1,33341.76607840417,Lambagarh,28145.788093356354,unclassified,0.0,
Joshimath,040904,Chamoli,0,Nandprayag (Nandakini),17288.314707587666,Lambagarh,23473.540918066104,trunk,55.04588698730302,
Pilang Chatoli,040999,Chamoli,0,Nandprayag (Nandakini),4663.185267233378,Karnaprayag (P),15797.555940028013,unclassified,0.0,
Pakhi,040845,Chamoli,1,Nandprayag (Nandakini),18413.33599075468,Lambagarh,21964.85770402217,trunk,0.0,
Mandal,040908,Chamoli,0,Nandprayag (Nandakini),14332.31540699207,Karnaprayag (P),22679.573407868604,trunk,0.0,
Morana Chak Subhai,040883,Chamoli,0,Badrinath_1,35308.97723033811,Lambagarh,26916.04830128784,service,531.5837597111131,
Tirosi,040837,Chamoli,0,Nandprayag (Nandakini),20396.503038362236,Lambagarh,19993.803739224983,trunk,44.92831278968129,
Khinkan,040911,Chamoli,0,Nandprayag (Nandakini),14383.979911325214,Karnaprayag (P),23877.73515799865,track,0.0,
Kalgoth,040830,Chamoli,0,Nandprayag (Nandakini),21049.719255529857,Lambagarh,16894.816737903788,path,0.0,
Digoli,040967,Chamoli,0,Nandprayag (Nandakini),13493.76519604986,Karnaprayag (P),25544.535137761806,unclassified,0.0,
Gulabkoti,040840,Chamoli,3,Nandprayag (Nandakini),24732.637520350854,Lambagarh,16653.663816419285,trunk,0.0,
F 1,040903,Chamoli,0,Badrinath_1,20754.739985716405,Lambagarh,12171.025316131436,path,0.0,
Niti,040889,Chamoli,0,Badrinath_1,30730.116570584923,Lambagarh,31369.69413119161,unclassified,0.0,
Dronagiri,040902,Chamoli,0,Badrinath_1,35505.591842889655,Lambagarh,29849.237936387282,path,0.0,
Kundikhola,040867,Chamoli,0,Badrinath_1,28026.18910740081,Lambagarh,19042.306005058555,path,0.0,
Sailang,040824,Chamoli,0,Badrinath_1,22288.27036333781,Lambagarh,13276.36643974555,unclassified,0.0,
Khancha Malla,040862,Chamoli,0,Badrinath_1,24320.437583136576,Lambagarh,15406.611633343742,footway,0.0,
Kimana,040834,Chamoli,0,Nandprayag (Nandakini),21688.699322780234,Lambagarh,18476.916566292337,path,722.605382168933,
Boli,040996,Chamoli,0,Nandprayag (Nandakini),5529.442855190532,Karnaprayag (P),15775.9152752685,primary,0.0,
Badal Gaitha,040877,Chamoli,0,Badrinath_1,30995.908028720474,Lambagarh,22207.087167983034,tertiary,0.0,
Pandukaswar,040813,Chamoli,1,Badrinath_1,11409.26601511072,Lambagarh,2479.34448030443,trunk,0.0,
Chandulichakhat,040937,Chamoli,1,Nandprayag (Nandakini),15122.380136901911,Lambagarh,25462.265512886643,unclassified,0.0,
Chatolikiroli,040966,Chamoli,0,Nandprayag (Nandakini),13888.804142531279,Karnaprayag (P),25861.745589370486,unclassified,188.3888367413554,
Tangni Malli,040843,Chamoli,1,Nandprayag (Nandakini),20994.655295215343,Lambagarh,20823.257093981938,trunk,484.77569479260876,
Khala,040913,Chamoli,0,Nandprayag (Nandakini),13084.887740037826,Karnaprayag (P),21602.36343118993,unclassified,0.0,
Jainsal,040939,Chamoli,0,Nandprayag (Nandakini),12033.718244813388,Karnaprayag (P),24110.164834591786,trunk,0.0,
Bamiyala,040926,Chamoli,0,Nandprayag (Nandakini),9583.880592700116,Karnaprayag (P),17963.504937862166,path,0.0,
Kosa,040896,Chamoli,1,Badrinath_1,23436.604747589623,Lambagarh,19572.972290988386,unclassified,0.0,
Ropachalthar,041000,Chamoli,0,Nandprayag (Nandakini),4831.484885987519,Karnaprayag (P),16370.719558475124,trunk,0.0,
Fagti,040854,Chamoli,0,Badrinath_1,32200.348960973824,Lambagarh,25549.429300650725,path,0.0,
Syanachak Kurawa,040946,Chamoli,0,Nandprayag (Nandakini),11118.58966756119,Karnaprayag (P),22872.81572950789,service,0.0,
Batula,040963,Chamoli,2,Nandprayag (Nandakini),12964.090749741636,Karnaprayag (P),25034.220644242305,trunk,0.0,
Gawar,040917,Chamoli,0,Nandprayag (Nandakini),11776.446193427337,Karnaprayag (P),22161.388704136807,trunk,0.0,
Khainuri,040956,Chamoli,0,Nandprayag (Nandakini),9324.432924995026,Karnaprayag (P),21320.33338063579,unclassified,0.0,
Keludichakgawar,040916,Chamoli,0,Nandprayag (Nandakini),12485.321155942209,Karnaprayag (P),22895.813783205947,path,0.0,
Dewar Khandora,040951,Chamoli,0,Nandprayag (Nandakini),9940.305397906552,Karnaprayag (P),20845.856531171903,tertiary,0.0,
Naurakh,040957,Chamoli,2,Nandprayag (Nandakini),15696.210441096327,Lambagarh,24279.442343182618,trunk,0.0,
Sainji,040929,Chamoli,0,Nandprayag (Nandakini),8035.334762643237,Karnaprayag (P),18353.25041979074,primary,0.0,
Bara Gaon,040864,Chamoli,0,Badrinath_1,25993.192812900983,Lambagarh,17063.111297157735,path,0.0,
Salaraitoli,040961,Chamoli,0,Nandprayag (Nandakini),14719.696972111138,Karnaprayag (P),26781.340170739564,unclassified,0.0,
Math Jhadeta,040936,Chamoli,0,Nandprayag (Nandakini),15397.415127275992,Lambagarh,25274.811543521777,unclassified,42.609586979945675,
Angthala,040962,Chamoli,0,Nandprayag (Nandakini),14668.2337454954,Karnaprayag (P),26740.3703316431,trunk,0.0,
Lyari Thana,040820,Chamoli,0,Badrinath_1,22605.449056411562,Lambagarh,14416.355435474365,unclassified,0.0,
Tairakhansal,040984,Chamoli,0,Nandprayag (Nandakini),5883.269847569196,Karnaprayag (P),14830.440309754242,unclassified,0.0,
Sukhi,040857,Chamoli,0,Badrinath_1,21371.010572411335,Lambagarh,12951.845004883702,path,247.23811043314174,
Kuthan Lagga Maikot,040948,Chamoli,0,Nandprayag (Nandakini),10380.894584097172,Karnaprayag (P),22306.481219904184,trunk,0.0,
Khancha Talla,040861,Chamoli,0,Badrinath_1,23784.142526581003,Lambagarh,14786.51448736607,footway,0.0,
Pulana Chak Bhyudar,040814,Chamoli,3,Badrinath_1,12771.393611520403,Lambagarh,5104.829820297051,trunk,0.0,
Salud Dugra,040828,Chamoli,0,Badrinath_1,25161.83461510056,Lambagarh,16147.240196899269,path,0.0,
Tilfara,040995,Chamoli,0,Nandprayag (Nandakini),5568.865664927323,Karnaprayag (P),16693.66765570269,unclassified,0.0,
Malari,040892,Chamoli,0,Badrinath_1,36674.71390986663,Lambagarh,33930.36719595477,unclassified,0.0,
Lasiyari,041002,Chamoli,0,Nandprayag (Nandakini),5082.30903063173,Karnaprayag (P),16983.184356576196,unclassified,0.0,
Kamyar,040958,Chamoli,0,Nandprayag (Nandakini),16227.338251729556,Lambagarh,26115.304010371303,path,1060.6912337343379,
Uchougaur,040831,Chamoli,0,Nandprayag (Nandakini),20128.421444316657,Lambagarh,16696.324600882042,path,0.0,
Pang Chak Lata,040882,Chamoli,0,Badrinath_1,35308.97723033811,Lambagarh,26916.04830128784,path,0.0,
Toli Laga Chiae,040815,Chamoli,0,Badrinath_1,13861.611176940296,Lambagarh,4813.336371346476,unclassified,0.0,
Bharkichak Urgam,040818,Chamoli,0,Badrinath_1,19104.679246558193,Lambagarh,11316.341024529296,unclassified,0.0,
Kilondi,040985,Chamoli,0,Nandprayag (Nandakini),6701.878742577023,Karnaprayag (P),16267.262966004693,primary,0.0,
Bhyudar,040812,Chamoli,1,Badrinath_1,9111.100661322904,Lambagarh,3424.1234334032733,path,0.0,
Chaparudiyar,040959,Chamoli,0,Nandprayag (Nandakini),15514.576536157601,Karnaprayag (P),27363.82154008879,unclassified,1152.7321315868487,
Chamoli Gopeshwar Npp,248414,Chamoli,0,Nandprayag (Nandakini),6535.111409270202,Karnaprayag (P),17695.263260817766,unclassified,0.0,
Dumak,040829,Chamoli,0,Nandprayag (Nandakini),19826.84884252151,Lambagarh,17812.936429747497,path,0.0,
Kudav,040949,Chamoli,0,Nandprayag (Nandakini),10072.514472807921,Karnaprayag (P),21786.89520457936,unclassified,60.80881794542928,
Darmi,040847,Chamoli,2,Nandprayag (Nandakini),20475.61690256697,Lambagarh,20600.740570528313,trunk,1524.4099930137054,
Majyu Lagga Bemru,040933,Chamoli,2,Nandprayag (Nandakini),17271.092278836066,Lambagarh,23383.731153294066,trunk,0.0,
Lasi,040992,Chamoli,0,Nandprayag (Nandakini),6659.67548245095,Karnaprayag (P),18712.14446044108,unclassified,26.73048109540937,
Bhadakoti,040919,Chamoli,0,Nandprayag (Nandakini),11076.490824992494,Karnaprayag (P),20824.052646761607,trunk,0.0,
Thaing,040810,Chamoli,0,Badrinath_1,9073.365132796973,Lambagarh,3043.2658184134416,track,1836.1258152299458,
Khiron,040809,Chamoli,0,Badrinath_1,4705.060950564186,Lambagarh,1720.4946291762396,track,0.0,
Palla,040832,Chamoli,0,Nandprayag (Nandakini),23993.471775276415,Lambagarh,16491.467481021515,footway,426.15362749030567,
Lanji,040836,Chamoli,0,Nandprayag (Nandakini),19474.294672531105,Lambagarh,20009.142395833213,trunk,93.881898776863,
Langsi,040841,Chamoli,1,Nandprayag (Nandakini),23524.843111302984,Lambagarh,18270.724167853776,path,0.0,
Nagartangsa,040923,Chamoli,0,Nandprayag (Nandakini),9619.956832956352,Karnaprayag (P),20061.830848116628,unclassified,0.0,
Jalgwar,040844,Chamoli,7,Nandprayag (Nandakini),19092.712465937344,Lambagarh,21074.912329452774,trunk,0.0,
Lata,040880,Chamoli,1,Badrinath_1,33849.896155701295,Lambagarh,25623.659077517288,tertiary,0.0,
Gadora,040964,Chamoli,0,Nandprayag (Nandakini),14460.113585619896,Karnaprayag (P),26511.247947378695,unclassified,0.0,
Kuraipani,040858,Chamoli,0,Badrinath_1,22964.590415280752,Lambagarh,14521.367734819207,tertiary,0.0,
Guniyala,040935,Chamoli,1,Nandprayag (Nandakini),16391.751170266278,Lambagarh,24483.382584800267,unclassified,0.0,
Auli Laga Joshimath,040826,Chamoli,0,Badrinath_1,22075.802214175746,Lambagarh,13006.184687412915,primary,0.0,
Molta,040850,Chamoli,0,Nandprayag (Nandakini),25581.423433430806,Lambagarh,18729.69529876121,path,766.2195172600271,
Mahargaon,040968,Chamoli,0,Nandprayag (Nandakini),12513.674179561709,Karnaprayag (P),24457.798448126763,unclassified,553.6757189442591,
Garpak,040901,Chamoli,0,Badrinath_1,33036.81772012664,Lambagarh,28607.244080599503,tertiary,0.0,
Gahar,040874,Chamoli,0,Badrinath_1,26578.39172587827,Lambagarh,18119.85562302564,unclassified,0.0,
Juwagwar,040878,Chamoli,5,Badrinath_1,29735.3156789193,Lambagarh,21423.294154817384,tertiary,0.0,
Rangtoli,040990,Chamoli,0,Nandprayag (Nandakini),6435.826780806276,Karnaprayag (P),18159.24747610256,unclassified,0.0,
Joshimath Npp,248413,Chamoli,3,Badrinath_1,19378.61788745278,Lambagarh,10424.772437580516,primary,0.0,
Lwanh,040969,Chamoli,0,Nandprayag (Nandakini),12049.125372539178,Karnaprayag (P),24044.193435867146,trunk,160.32962926742397,
Ringi,040886,Chamoli,0,Badrinath_1,32017.24379057589,Lambagarh,23350.32529591723,tertiary,30.618402321401152,
Nailmalana,040953,Chamoli,0,Nandprayag (Nandakini),9314.048093369034,Karnaprayag (P),21059.075637311267,unclassified,0.0,
Gurguti,040890,Chamoli,0,Badrinath_1,32865.61614026496,Lambagarh,32442.0716548187,unclassified,0.0,
Bhalgaon,040852,Chamoli,2,Badrinath_1,22673.87755209231,Lambagarh,14761.703605014452,tertiary,0.0,
Marwadi Chak Pakhi,040846,Chamoli,0,Nandprayag (Nandakini),18562.45988031021,Lambagarh,22209.720292061007,trunk,846.5946151529008,
Paini,040823,Chamoli,5,Badrinath_1,22942.79961495657,Lambagarh,13995.94260395062,unclassified,0.0,
Dewaldhar,040918,Chamoli,0,Nandprayag (Nandakini),10855.41907073397,Karnaprayag (P),21216.900924871283,trunk,0.0,
Jumma,040898,Chamoli,0,Badrinath_1,26117.50693801172,Lambagarh,21021.29696886444,tertiary,0.0,
Ropa,040983,Chamoli,0,Nandprayag (Nandakini),7070.228151667406,Karnaprayag (P),15670.690785399143,path,19.40535739322252,
Golim,040993,Chamoli,0,Nandprayag (Nandakini),6017.517882419399,Karnaprayag (P),17787.39919412474,unclassified,0.0,
Raini Chak Lata,040881,Chamoli,0,Badrinath_1,33575.19445982628,Lambagarh,25179.17947588009,service,0.0,
Tugasi,040868,Chamoli,0,Badrinath_1,29751.912333886525,Lambagarh,20751.47417314203,path,0.0,
Tartoli,040970,Chamoli,0,Nandprayag (Nandakini),12049.125372539178,Karnaprayag (P),24044.193435867146,trunk,55.84208887466981,
Pokhani Urf Pokhari,040835,Chamoli,0,Nandprayag (Nandakini),18287.563626493262,Lambagarh,19918.15010816494,trunk,0.0,
Chaien,040816,Chamoli,0,Badrinath_1,18256.982730206237,Lambagarh,9360.731058368729,trunk,0.0,
Pana,040981,Chamoli,0,Nandprayag (Nandakini),21959.109633763925,Lambagarh,30193.165384927783,unclassified,0.0,
Koteshwar,040914,Chamoli,0,Nandprayag (Nandakini),12328.611817512312,Karnaprayag (P),20976.932631984015,unclassified,0.0,
Bhangyul,040875,Chamoli,2,Badrinath_1,28056.282598891106,Lambagarh,19659.416094569577,residential,0.0,
Sonala,040987,Chamoli,1,Nandprayag (Nandakini),5976.917107509776,Karnaprayag (P),16127.938757588105,unclassified,0.0,
Mana,040808,Chamoli,0,Badrinath_1,862.978764568326,Lambagarh,9078.630716712565,trunk,0.0,
Ghorsal,040997,Chamoli,3,Nandprayag (Nandakini),5066.133667586008,Karnaprayag (P),14640.654143473354,unclassified,0.0,
Rauligwar,040952,Chamoli,0,Nandprayag (Nandakini),9350.777199461192,Karnaprayag (P),21065.91816062197,unclassified,0.0,
Lamtoli,040899,Chamoli,0,Badrinath_1,32371.217759516734,Lambagarh,26750.215409836102,tertiary,39.285925878588344,
Raini Chak Subhai,040885,Chamoli,0,Badrinath_1,32221.932221190298,Lambagarh,23581.69126550099,footway,0.0,
Harmani,041001,Chamoli,0,Nandprayag (Nandakini),5387.736633384979,Karnaprayag (P),17262.681085949407,unclassified,0.0,
Dhanoli,040915,Chamoli,0,Nandprayag (Nandakini),12515.529665405347,Karnaprayag (P),21904.08367262067,trunk,30.397764164667567,
Karachhon,040876,Chamoli,0,Badrinath_1,31206.186801437947,Lambagarh,22277.117714855758,residential,466.80154965283424,
Badrinathpuri NP,248412,Chamoli,0,Badrinath_1,0.0,Lambagarh,7445.53078506408,path,0.0,
Tangni Talli,040842,Chamoli,9,Nandprayag (Nandakini),21476.520838804507,Lambagarh,19397.584236298815,trunk,0.0,
Kunkuli,040921,Chamoli,0,Nandprayag (Nandakini),11503.229328097505,Karnaprayag (P),20265.045662222044,unclassified,0.0,
Gwarlggabemru,040932,Chamoli,0,Nandprayag (Nandakini),16980.301532175792,Lambagarh,23102.207910526624,unclassified,0.0,
Bazbagar,040989,Chamoli,1,Nandprayag (Nandakini),5883.9015920212005,Karnaprayag (P),17287.79113322818,unclassified,0.0,
Ganai,040851,Chamoli,1,Nandprayag (Nandakini),23377.642185247703,Lambagarh,20513.854623287294,path,73.18342961354958,
Jalam,040897,Chamoli,0,Badrinath_1,24209.68186726421,Lambagarh,19562.796939069376,path,0.0,
Sainjilagga Maikot,040944,Chamoli,1,Nandprayag (Nandakini),12379.581078365478,Karnaprayag (P),24232.130643147313,unclassified,0.0,
Baunla,040941,Chamoli,1,Nandprayag (Nandakini),10646.641569561487,Karnaprayag (P),22670.4107977645,footway,0.0,
Mathmalana,040954,Chamoli,1,Nandprayag (Nandakini),9350.660552074005,Karnaprayag (P),21161.74712655981,unclassified,0.0,
