village,vlcode,district,landslide_count,rainfall_station,rainfall_distance_m,river_station,river_distance_m,highway,road_distance_m,mean_slope_deg
Vinak,048633,Pauri Garhwal,0,Yamkeshwar,8358.263818299834,Koteshwar,26880.8558779765,tertiary,16.85759738633653,
Maletha,048740,Pauri Garhwal,0,Yamkeshwar,0.0,Koteshwar,32798.67175215293,track,0.0,
Gundi Walli,048752,Pauri Garhwal,0,Yamkeshwar,3169.805658049981,Koteshwar,34098.62233494305,tertiary,0.0,
Kota Malla,048712,Pauri Garhwal,0,Yamkeshwar,6853.181644073211,Koteshwar,32788.65085678595,tertiary,531.4936503562916,
Danda Damraoa,048718,Pauri Garhwal,0,Yamkeshwar,1773.1229665579554,Koteshwar,30718.84396188343,unclassified,0.0,
Maida,045849,Pauri Garhwal,0,Yamkeshwar,23949.148756228624,Koteshwar,34017.600404797355,unclassified,0.0,
Bareth,048728,Pauri Garhwal,0,Yamkeshwar,4325.50394008362,Koteshwar,30324.490270567203,tertiary,0.0,
Timali Ankra,048709,Pauri Garhwal,0,Yamkeshwar,8744.570188505415,Koteshwar,31703.741459961067,tertiary,0.0,
Barkot,048678,Pauri Garhwal,0,Yamkeshwar,4915.863900202957,Koteshwar,27993.582042265953,unclassified,0.0,
Buchauli,048681,Pauri Garhwal,0,Yamkeshwar,3890.8950626003716,Koteshwar,28784.35410434412,unclassified,0.0,
Thunda,048750,Pauri Garhwal,0,Yamkeshwar,2888.863659368128,Koteshwar,33309.48859817996,track,0.0,
Bagala,048770,Pauri Garhwal,3,Yamkeshwar,4063.8571282670778,Koteshwar,29402.966123698818,unclassified,0.0,
Bhel Dunga,048623,Pauri Garhwal,0,Virbhadra,7167.302899179452,Koteshwar,25431.788437665316,tertiary,177.96374457420083,
Gundi Talli,048753,Pauri Garhwal,0,Yamkeshwar,3318.376209014036,Koteshwar,34448.85974546021,tertiary,0.0,
Atta,048693,Pauri Garhwal,0,Yamkeshwar,7446.676264838361,Koteshwar,27899.398015566818,service,0.0,
Kanda,048732,Pauri Garhwal,2,Yamkeshwar,4117.671835852937,Koteshwar,31271.34469426641,tertiary,0.0,
Rod Sawal,048781,Pauri Garhwal,1,Yamkeshwar,2495.9634044966265,Koteshwar,31132.9395575649,unclassified,0.0,
Pata,048689,Pauri Garhwal,1,Yamkeshwar,2992.495127879551,Koteshwar,29099.066522318986,path,0.0,
Kund,048715,Pauri Garhwal,0,Yamkeshwar,6046.593424644685,Koteshwar,33920.33382138999,tertiary,1900.6170835408282,
Pali,048701,Pauri Garhwal,0,Yamkeshwar,7563.1940720759585,Koteshwar,30626.720978839774,tertiary,420.02297352642915,
Kuleth,048729,Pauri Garhwal,0,Yamkeshwar,5281.498319325454,Koteshwar,30332.993119417657,tertiary,0.0,
Uchakot,048666,Pauri Garhwal,0,Yamkeshwar,8561.87534477705,Koteshwar,22504.752319292857,unclassified,0.0,
Piproli,048736,Pauri Garhwal,0,Yamkeshwar,1531.9758562903767,Koteshwar,32532.626336830483,tertiary,5.0689946452981856,
Dhor Pali,048620,Pauri Garhwal,0,Yamkeshwar,8456.396086847977,Koteshwar,26513.498065431657,track,122.88023171674524,
Khera Malla,048692,Pauri Garhwal,0,Yamkeshwar,8013.657616909582,Koteshwar,27951.65263844581,unclassified,0.0,
Dhamki Sar,048702,Pauri Garhwal,0,Yamkeshwar,6380.267874453361,Koteshwar,29535.108299323758,tertiary,261.1342418630128,
Umroli,048727,Pauri Garhwal,1,Yamkeshwar,2897.3622768440755,Koteshwar,30520.741714458396,service,0.0,
Badoli Bari,048748,Pauri Garhwal,0,Yamkeshwar,2649.0754245764883,Koteshwar,32353.682807114117,track,0.0,
Dunda Ankara,048719,Pauri Garhwal,0,Yamkeshwar,1669.3441950293106,Koteshwar,31429.932385005395,unclassified,0.0,
Thunda,048711,Pauri Garhwal,0,Yamkeshwar,5524.778610729673,Koteshwar,32695.586973061738,tertiary,708.9952363132197,
Silsari,048710,Pauri Garhwal,0,Yamkeshwar,5565.805537374838,Koteshwar,31706.26625188325,tertiary,0.0,
Majera,048747,Pauri Garhwal,0,Yamkeshwar,2161.204154168089,Koteshwar,32734.351289178434,unclassified,0.0,
Aso Damarara,048725,Pauri Garhwal,0,Yamkeshwar,1522.1668691635682,Koteshwar,30788.698605917503,tertiary,0.0,
Raina Badi,048745,Pauri Garhwal,0,Yamkeshwar,656.9950566782576,Koteshwar,33572.361092515115,path,0.0,
Badoli Choti,048749,Pauri Garhwal,1,Yamkeshwar,2940.745964654006,Koteshwar,31732.35500265517,track,0.0,
Mala,048754,Pauri Garhwal,0,Yamkeshwar,2468.771077435668,Koteshwar,34616.264289904815,track,0.0,
Bhagal Chak,048687,Pauri Garhwal,0,Yamkeshwar,4296.829739636476,Koteshwar,29910.180515119304,unclassified,0.0,
Bagode Gaon,048776,Pauri Garhwal,0,Yamkeshwar,4496.266727594281,Koteshwar,31060.356948593173,service,195.8607214460701,
Choupda,048772,Pauri Garhwal,0,Yamkeshwar,4878.555109222667,Koteshwar,30341.311481037545,unclassified,303.916299642287,
Naugaon Malla,048706,Pauri Garhwal,0,Yamkeshwar,5807.946773351793,Koteshwar,31215.589278936484,tertiary,0.0,
Dhari,048657,Pauri Garhwal,0,Yamkeshwar,7520.18219510243,Koteshwar,25614.257823429984,unclassified,0.0,
Amgaun,048741,Pauri Garhwal,0,Yamkeshwar,1922.2742159566508,Koteshwar,33882.08361804095,unclassified,0.0,
Dabar,047220,Pauri Garhwal,3,Yamkeshwar,14097.32786903335,Koteshwar,20894.163283337803,tertiary,0.0,
Chandpur,047219,Pauri Garhwal,2,Yamkeshwar,12506.331216672981,Koteshwar,21675.302389566863,tertiary,0.0,
Amkholi,047218,Pauri Garhwal,0,Yamkeshwar,10532.948326461252,Koteshwar,21621.27431156307,unclassified,153.41079832138934,
Khand,047228,Pauri Garhwal,0,Yamkeshwar,15696.553989133441,Koteshwar,22047.826692210783,tertiary,0.0,
Saur,043157,Tehri Garhwal,0,Yamkeshwar,17338.62419819632,Koteshwar,18587.31485256837,tertiary,0.0,
Silkani,044515,Tehri Garhwal,0,Virbhadra,19195.047019012363,Koteshwar,12146.1890995521,tertiary,0.0,
Baunth,043138,Tehri Garhwal,0,Yamkeshwar,21570.30770413834,Koteshwar,12819.302403746511,unclassified,4.382539950445551,
Sakani,043161,Tehri Garhwal,2,Yamkeshwar,16372.26890611344,Koteshwar,19574.29311744612,trunk,0.0,
Naee Laga Majhdhera,044521,Tehri Garhwal,0,Virbhadra,17690.023645678342,Koteshwar,14017.6443398783,unclassified,0.0,
Pundori,043150,Tehri Garhwal,0,Yamkeshwar,19449.557662619434,Koteshwar,17427.79652822164,unclassified,0.0,
Mandiyari Gaon,043137,Tehri Garhwal,0,Yamkeshwar,21632.663527135443,Koteshwar,14699.911299682259,unclassified,0.0,
Neer,044489,Tehri Garhwal,0,Virbhadra,9784.52276907542,Koteshwar,18469.96565993311,unclassified,0.0,
Sasaman,044532,Tehri Garhwal,0,Yamkeshwar,15047.297957780844,Koteshwar,18527.372078938646,unclassified,0.0,
Timli,044504,Tehri Garhwal,0,Virbhadra,14872.15202416644,Koteshwar,13803.426374538869,tertiary,110.98797407768119,
Ediya,048613,Pauri Garhwal,0,Virbhadra,6606.276437806436,Koteshwar,23788.534989377575,tertiary,0.0,
Singtali,044530,Tehri Garhwal,3,Yamkeshwar,10950.020563293134,Koteshwar,21279.907876318124,unclassified,0.0,
Bugala,044525,Tehri Garhwal,0,Yamkeshwar,16065.027577893845,Koteshwar,16830.416277247023,unclassified,0.0,
Ghighud,044513,Tehri Garhwal,0,Virbhadra,18048.029497243017,Koteshwar,12930.92593706666,tertiary,0.0,
Mandiyari Gaon,044523,Tehri Garhwal,0,Yamkeshwar,16496.978551414883,Koteshwar,16322.6064232086,unclassified,0.0,
Mewar,047311,Pauri Garhwal,0,Yamkeshwar,16075.813904550003,Koteshwar,31898.543635409085,unclassified,0.0,
Bawani,044493,Tehri Garhwal,5,Virbhadra,8702.613833803902,Koteshwar,16612.482337596157,trunk,0.0,
Nasogi,044526,Tehri Garhwal,0,Yamkeshwar,15290.039103130055,Koteshwar,17695.461856844915,unclassified,0.0,
Shivpuri,044503,Tehri Garhwal,0,Virbhadra,12087.515748312864,Koteshwar,16044.790836663466,trunk,0.0,
Chaund,043156,Tehri Garhwal,1,Yamkeshwar,19006.714035716785,Koteshwar,17521.000322850192,unclassified,0.0,
Marora,043140,Tehri Garhwal,0,Yamkeshwar,20193.09755764054,Koteshwar,14537.493272874932,unclassified,0.0,
Purwala,044533,Tehri Garhwal,0,Yamkeshwar,17300.202655639965,Koteshwar,16088.197115831563,tertiary,0.0,
Mindath,044534,Tehri Garhwal,0,Yamkeshwar,18113.227049926736,Koteshwar,15181.106565276665,tertiary,0.0,
Gagalasi,044527,Tehri Garhwal,0,Yamkeshwar,14471.85772732001,Koteshwar,18018.84148656045,unclassified,0.0,
Saud Sain,043148,Tehri Garhwal,0,Yamkeshwar,19607.432270540045,Koteshwar,16444.691122482633,unclassified,0.0,
Mal,047269,Pauri Garhwal,0,Yamkeshwar,11067.738106377185,Koteshwar,32254.67548126408,track,1328.458021993426,
Kyarki,044492,Tehri Garhwal,1,Virbhadra,8201.601216721449,Koteshwar,17612.616174637493,trunk,0.0,
Dangoo,044480,Tehri Garhwal,0,Virbhadra,10653.90624286114,Koteshwar,17156.256177417807,unclassified,34.562164938975286,
Badeer,044528,Tehri Garhwal,0,Yamkeshwar,13645.415247886887,Koteshwar,19289.248303272518,unclassified,0.0,
Tipri,044510,Tehri Garhwal,0,Virbhadra,16010.872556961884,Koteshwar,14126.204783273579,tertiary,544.0866156858121,
Kirod,043149,Tehri Garhwal,0,Yamkeshwar,19108.886574247044,Koteshwar,16065.245220064024,unclassified,0.0,
Bairai Gaon,044516,Tehri Garhwal,0,Virbhadra,20560.757272561124,Koteshwar,11103.94194441514,tertiary,0.0,
Dov,043141,Tehri Garhwal,0,Yamkeshwar,20590.420533740988,Koteshwar,15028.270560432806,unclassified,0.0,
Koudiyla,044531,Tehri Garhwal,3,Yamkeshwar,12125.737364677127,Koteshwar,20262.25027869571,trunk,0.0,
Bhairgarh,044512,Tehri Garhwal,0,Virbhadra,14581.865617205292,Koteshwar,16496.917826800483,trunk,0.0,
Kuee,044490,Tehri Garhwal,0,Virbhadra,9873.166660047325,Koteshwar,18368.13314447175,unclassified,0.0,
Chilpar,043160,Tehri Garhwal,1,Yamkeshwar,15713.015881996385,Koteshwar,18708.746581662832,trunk,0.0,
Pajai Gaon,044514,Tehri Garhwal,0,Virbhadra,18132.77730807343,Koteshwar,11919.728551260765,tertiary,0.0,
Kundiya,043139,Tehri Garhwal,0,Yamkeshwar,20168.363765815528,Koteshwar,13548.5236336429,unclassified,0.0,
Mundala,044524,Tehri Garhwal,0,Yamkeshwar,15715.091221572022,Koteshwar,16861.74629429661,unclassified,0.0,
Chaundali,044522,Tehri Garhwal,0,Yamkeshwar,17129.536096342268,Koteshwar,15531.599258845585,unclassified,0.0,
Naee,044520,Tehri Garhwal,0,Virbhadra,19195.047019012363,Koteshwar,13458.471009595349,tertiary,0.0,
Atali,044529,Tehri Garhwal,0,Yamkeshwar,11520.265824101232,Koteshwar,20750.155311300474,trunk,0.0,
Jamari Katal,044491,Tehri Garhwal,1,Virbhadra,8198.481194866457,Koteshwar,19035.40593253619,tertiary,0.0,
Diyuli,048626,Pauri Garhwal,0,Virbhadra,4505.025714481576,Koteshwar,25256.756106301582,tertiary,0.0,
Riguli,048611,Pauri Garhwal,0,Virbhadra,8304.664133015931,Koteshwar,21735.445606949543,tertiary,0.0,
Musarali,048667,Pauri Garhwal,0,Virbhadra,9196.77814899165,Koteshwar,23566.64779530235,secondary,0.0,
Simal Khet,048602,Pauri Garhwal,0,Virbhadra,8783.16187327203,Koteshwar,20145.69988452698,secondary,0.0,
Malla,048643,Pauri Garhwal,0,Virbhadra,11275.378324650275,Koteshwar,18443.341628180842,unclassified,0.0,
Maral,048603,Pauri Garhwal,0,Virbhadra,6258.01352880505,Koteshwar,20644.38827203966,footway,0.0,
Vijni Bari,048650,Pauri Garhwal,0,Yamkeshwar,10555.462160948888,Koteshwar,21915.8974799932,secondary,0.0,
Haldogi,048600,Pauri Garhwal,0,Virbhadra,6727.495202088866,Koteshwar,20554.141107523985,footway,0.0,
Sirsu,048642,Pauri Garhwal,0,Virbhadra,12038.40580069991,Koteshwar,17829.121455321336,footway,0.0,
Amari Malli,048610,Pauri Garhwal,0,Virbhadra,7151.935976662819,Koteshwar,22284.15063704985,tertiary,0.0,
Kund,048651,Pauri Garhwal,0,Yamkeshwar,10408.068572191134,Koteshwar,21988.462123909252,unclassified,0.0,
Bhadashi,048604,Pauri Garhwal,0,Virbhadra,5626.677713463799,Koteshwar,22186.04895766726,footway,0.0,
Jogiyana,048649,Pauri Garhwal,0,Virbhadra,8036.871486459504,Koteshwar,22952.501958059078,secondary,0.0,
Kota,048641,Pauri Garhwal,0,Virbhadra,11985.055100067952,Koteshwar,16734.04206355618,trunk,137.89569645951494,
Amari Talli,048612,Pauri Garhwal,0,Virbhadra,7471.780642560299,Koteshwar,22739.266803287395,tertiary,0.0,
Paliyal Gaon,048644,Pauri Garhwal,0,Virbhadra,9034.191909262876,Koteshwar,19013.495408814877,track,0.0,
Bairagarh,048617,Pauri Garhwal,0,Virbhadra,7156.015472029999,Koteshwar,24405.94039991363,secondary,0.0,
Judda,048609,Pauri Garhwal,0,Virbhadra,7071.646401607369,Koteshwar,22538.302597508988,tertiary,0.0,
Govindpur Gadlinda,045933,Pauri Garhwal,0,Srinagar_2,22896.291045519894,Rudraprayag_3,32683.828672464206,tertiary,0.0,
Gyutha,048616,Pauri Garhwal,0,Virbhadra,6517.948726422456,Koteshwar,24370.06538978255,secondary,0.0,
Toli,048606,Pauri Garhwal,0,Virbhadra,3988.9212486815995,Koteshwar,23448.23817312319,footway,0.0,
Noda,048645,Pauri Garhwal,0,Virbhadra,10922.87835021723,Koteshwar,19949.06197503133,unclassified,0.0,
Kumathi,048668,Pauri Garhwal,0,Yamkeshwar,10021.729494199939,Koteshwar,23614.90211563283,unclassified,0.0,
Bhoun Walla,048608,Pauri Garhwal,0,Virbhadra,6366.6599721650155,Koteshwar,23009.66876639643,tertiary,0.0,
Kuthar,048614,Pauri Garhwal,0,Virbhadra,4517.9671658167445,Koteshwar,23909.39961700664,unclassified,0.0,
Patna,048601,Pauri Garhwal,1,Virbhadra,7134.325474872567,Koteshwar,20459.376518785364,footway,0.0,
Vijni Choti,048647,Pauri Garhwal,0,Virbhadra,9843.540344938217,Koteshwar,21293.39456098039,unclassified,0.0,
Nand,048652,Pauri Garhwal,0,Yamkeshwar,10149.675444108472,Koteshwar,21847.481662928116,unclassified,0.0,
Taliyal Gaon,048648,Pauri Garhwal,0,Virbhadra,8053.657772018697,Koteshwar,21484.411894063487,tertiary,0.0,
Sinduri,048618,Pauri Garhwal,0,Virbhadra,8013.2947589444975,Koteshwar,24714.268424753474,secondary,0.0,
Rainsh,047265,Pauri Garhwal,0,Yamkeshwar,12440.640634601752,Koteshwar,31555.487085843277,track,744.6839952677175,
Nakurachi,048646,Pauri Garhwal,0,Yamkeshwar,11637.324306032273,Koteshwar,20423.731416299717,path,0.0,
Dhunar Gaon,048640,Pauri Garhwal,0,Virbhadra,9443.84742339317,Koteshwar,16783.627901855423,track,0.0,
Jhair,048653,Pauri Garhwal,0,Yamkeshwar,10577.545369645006,Koteshwar,20696.06948273159,unclassified,0.0,
Bhoun Palla,048607,Pauri Garhwal,0,Virbhadra,5536.604415226713,Koteshwar,23460.75981298447,unclassified,0.0,
Naigi,047726,Pauri Garhwal,0,Yamkeshwar,19725.13391182963,Koteshwar,34266.196073045896,tertiary,96.1976002715738,
Banskatal,044511,Tehri Garhwal,1,Yamkeshwar,13110.299546645234,Koteshwar,17803.51533281627,trunk,0.0,
Kurn,043158,Tehri Garhwal,0,Yamkeshwar,17072.34790858054,Koteshwar,17754.20794764775,trunk,0.0,
Gawal Gaon,047738,Pauri Garhwal,0,Yamkeshwar,16704.52538671663,Koteshwar,35486.86164726992,secondary,1078.3771244140657,
Barsuri,047732,Pauri Garhwal,0,Yamkeshwar,19620.807223655233,Koteshwar,35725.81099066751,unclassified,38.324967654382306,
Bhargwari,047312,Pauri Garhwal,0,Yamkeshwar,17550.518523120263,Koteshwar,32322.788796600107,unclassified,0.0,
Khand Kholi,047742,Pauri Garhwal,4,Yamkeshwar,21848.60737626177,Koteshwar,37681.74441226705,secondary,0.0,
Goum,047235,Pauri Garhwal,0,Yamkeshwar,14458.108597044475,Koteshwar,25967.741974891575,track,0.0,
Kandul Talla,047244,Pauri Garhwal,0,Yamkeshwar,18120.845093772856,Koteshwar,29263.9709670459,tertiary,0.0,
Daniyar,047307,Pauri Garhwal,0,Yamkeshwar,18617.52996138544,Koteshwar,30827.224155926186,unclassified,0.0,
Kinsur,047232,Pauri Garhwal,0,Yamkeshwar,15490.714176448404,Koteshwar,24488.29439647791,unclassified,0.0,
Kandi,047229,Pauri Garhwal,2,Yamkeshwar,14893.97311615517,Koteshwar,23052.405024343403,tertiary,0.0,
Pundola Gaon,047729,Pauri Garhwal,0,Yamkeshwar,18317.64784384051,Koteshwar,34722.132145929405,unclassified,240.21273077381696,
Pali,047287,Pauri Garhwal,0,Yamkeshwar,13780.149506704192,Koteshwar,33995.6640482368,secondary,0.0,
Bar Gaddi,047310,Pauri Garhwal,1,Yamkeshwar,15231.855707104949,Koteshwar,30552.95117599786,unclassified,0.0,
Konda,047233,Pauri Garhwal,0,Yamkeshwar,13667.718160658535,Koteshwar,24592.68463776591,tertiary,0.0,
Dowal,047864,Pauri Garhwal,1,Srinagar_2,29614.974963989804,Rudraprayag_3,37973.26476286871,path,0.0,
Magol Gaon,047727,Pauri Garhwal,0,Yamkeshwar,20505.4421654169,Koteshwar,34626.922265904366,tertiary,39.66501183761888,
Bandel,047734,Pauri Garhwal,0,Yamkeshwar,21525.643662795563,Koteshwar,36326.35110565465,tertiary,238.1700233154175,
Sural Gaon,047724,Pauri Garhwal,0,Yamkeshwar,15992.2147860592,Koteshwar,34018.612649655224,unclassified,1045.9297336905208,
Silri,047722,Pauri Garhwal,0,Yamkeshwar,18952.374771185347,Koteshwar,33625.57468993002,tertiary,75.1734063805475,
Barali,047735,Pauri Garhwal,0,Yamkeshwar,20508.085028023987,Koteshwar,35922.16732543328,tertiary,443.7616819671078,
Ghanaldu,047234,Pauri Garhwal,0,Yamkeshwar,13566.556860782312,Koteshwar,26172.46928952315,service,0.0,
Sildanda,047317,Pauri Garhwal,0,Yamkeshwar,15298.242873242863,Koteshwar,32907.586266659,secondary,69.39668351566576,
Banguon,047304,Pauri Garhwal,0,Yamkeshwar,15086.589736259495,Koteshwar,29556.08199521233,unclassified,0.0,
Chopada,045795,Pauri Garhwal,0,Yamkeshwar,19073.869870093848,Koteshwar,28489.765253254933,tertiary,0.0,
Utinda,047309,Pauri Garhwal,1,Yamkeshwar,16602.541041596814,Koteshwar,30903.703766909613,unclassified,0.0,
Kandul Malla,047245,Pauri Garhwal,0,Yamkeshwar,16653.50335319534,Koteshwar,29264.581881391183,unclassified,0.0,
Must,047286,Pauri Garhwal,1,Yamkeshwar,13168.515208568495,Koteshwar,33203.54079626388,secondary,0.0,
Kyar,047240,Pauri Garhwal,0,Yamkeshwar,14546.377458106977,Koteshwar,27525.55353052515,track,32.93536176999827,
Hatnur,047239,Pauri Garhwal,0,Yamkeshwar,15848.346527779959,Koteshwar,26716.59899965225,unclassified,57.22212769630198,
Kafol Gaon,047314,Pauri Garhwal,0,Yamkeshwar,17294.0916731341,Koteshwar,32464.544903997088,unclassified,53.28669561188032,
Pulyasu,047315,Pauri Garhwal,0,Yamkeshwar,15813.293400834009,Koteshwar,32305.688196324707,unclassified,323.56590502684946,
Tairi,047237,Pauri Garhwal,2,Yamkeshwar,16997.92626558213,Koteshwar,24912.663321867196,tertiary,0.0,
Akhori,047723,Pauri Garhwal,0,Yamkeshwar,16728.595712448543,Koteshwar,33812.10779817431,tertiary,1052.4488911928245,
Nail,047264,Pauri Garhwal,0,Yamkeshwar,13039.69352154762,Koteshwar,31625.970851822873,secondary,784.4017210747661,
Naugaon Kaphol,047863,Pauri Garhwal,3,Srinagar_2,29377.151782030705,Rudraprayag_3,37973.26476286871,path,0.0,
Kotli,047728,Pauri Garhwal,0,Yamkeshwar,19714.39526617585,Koteshwar,34933.05168002078,tertiary,323.950590265385,
Pokhari,047875,Pauri Garhwal,0,Srinagar_2,30682.495940648878,Rudraprayag_3,39229.952945724435,path,0.0,
Parsuli,047285,Pauri Garhwal,0,Yamkeshwar,13379.430864404001,Koteshwar,31919.33358600974,secondary,0.0,
Uman,047238,Pauri Garhwal,0,Yamkeshwar,16811.30703819223,Koteshwar,26184.561904553884,tertiary,0.0,
Kalsi,047288,Pauri Garhwal,0,Yamkeshwar,12579.174075582121,Koteshwar,33335.71584273592,secondary,543.3911304316491,
Bhattikhora,047305,Pauri Garhwal,0,Yamkeshwar,16042.269189596358,Koteshwar,29936.515322530933,unclassified,0.0,
Kyark Sain,046049,Pauri Garhwal,0,Srinagar_2,20870.5288341761,Rudraprayag_3,30836.89696329891,tertiary,0.0,
Manjaf,047241,Pauri Garhwal,0,Yamkeshwar,16192.645423835616,Koteshwar,27766.51129219673,tertiary,838.7821847033532,
Marwara,047313,Pauri Garhwal,1,Yamkeshwar,18755.108725722315,Koteshwar,32517.032398479878,tertiary,0.0,
Karthi,047262,Pauri Garhwal,0,Yamkeshwar,11302.09742299962,Koteshwar,29835.835092549252,track,0.0,
Pokhata,047231,Pauri Garhwal,1,Yamkeshwar,16909.86964101305,Koteshwar,24232.955179110522,tertiary,0.0,
Jalli,047263,Pauri Garhwal,0,Yamkeshwar,11185.156434789758,Koteshwar,30665.87327872573,track,0.0,
Kyar,047290,Pauri Garhwal,0,Yamkeshwar,13424.336624357755,Koteshwar,34262.54794578718,secondary,0.0,
Bandil,047308,Pauri Garhwal,0,Yamkeshwar,18602.077258520356,Koteshwar,31626.181911784053,tertiary,5.77838988052655,
Bhali Lagga Barsuri,047725,Pauri Garhwal,0,Yamkeshwar,18963.40879217534,Koteshwar,34114.71021769808,tertiary,675.114136746083,
Thangar,047306,Pauri Garhwal,0,Yamkeshwar,17265.79795272555,Koteshwar,30430.26774933552,unclassified,0.0,
Kudar,047236,Pauri Garhwal,0,Yamkeshwar,16307.400180298837,Koteshwar,25844.183638214912,unclassified,0.0,
Kholiyari,047291,Pauri Garhwal,0,Yamkeshwar,14267.138649794018,Koteshwar,35018.28118709485,footway,0.0,
Gulendi,045800,Pauri Garhwal,0,Yamkeshwar,19208.549885481523,Koteshwar,30265.415410854454,tertiary,0.0,
Dashmeri,047289,Pauri Garhwal,0,Yamkeshwar,12235.093570444948,Koteshwar,33728.43584353654,unclassified,714.1208056726376,
Amotha Saira,047862,Pauri Garhwal,0,Srinagar_2,29031.41477895679,Rudraprayag_3,37317.58506102083,path,0.0,
Amotha,047858,Pauri Garhwal,4,Srinagar_2,27235.105513744897,Rudraprayag_3,35811.363332657835,tertiary,0.0,
Majoli,047859,Pauri Garhwal,0,Srinagar_2,28370.03087577705,Rudraprayag_3,36399.13405073515,path,0.0,
Kimoli,045914,Pauri Garhwal,0,Srinagar_2,20071.167095860994,Rudraprayag_3,30509.304864477228,tertiary,0.0,
Bagani,045861,Pauri Garhwal,0,Yamkeshwar,22577.605435126356,Koteshwar,27448.693614217227,unclassified,0.0,
Dhura,045893,Pauri Garhwal,0,Srinagar_2,25005.143767837595,Koteshwar,32283.11898006001,tertiary,0.0,
Thair,045926,Pauri Garhwal,0,Srinagar_2,22094.109114705167,Rudraprayag_3,32066.389390118635,tertiary,0.0,
Beda,045804,Pauri Garhwal,0,Yamkeshwar,20495.02686570661,Koteshwar,33767.04564115161,tertiary,80.29117237058935,
Pali,045830,Pauri Garhwal,0,Yamkeshwar,22446.306439458403,Koteshwar,31240.770486194935,unclassified,0.0,
Suraj Dhweli,046044,Pauri Garhwal,0,Srinagar_2,20355.735200857933,Rudraprayag_3,30258.784974613707,tertiary,0.0,
Naithna,045840,Pauri Garhwal,0,Yamkeshwar,23977.749761532104,Koteshwar,32440.409613830503,secondary,0.0,
Kwith,045930,Pauri Garhwal,0,Srinagar_2,23495.697326175323,Koteshwar,32941.896676530705,unclassified,0.0,
Bunga,045823,Pauri Garhwal,0,Yamkeshwar,23435.64495386228,Koteshwar,38069.59204200023,tertiary,0.0,
Mol Garh,045791,Pauri Garhwal,0,Yamkeshwar,18712.701406204873,Koteshwar,25902.962266265822,tertiary,0.0,
Taklana,045889,Pauri Garhwal,0,Yamkeshwar,22400.015652813494,Koteshwar,30488.955747741355,unclassified,0.0,
Komai Gaon,045997,Pauri Garhwal,0,Srinagar_2,25927.56447610124,Rudraprayag_3,34792.10929044027,tertiary,329.2047690867022,
Pabo,045878,Pauri Garhwal,0,Yamkeshwar,24402.417598830525,Koteshwar,30299.270887866387,secondary,315.19052985705457,
